premises,hypothesis,label
"As the breeze blows through the trees, leaves begin to rustle.",The wind is gently blowing.,1
A child blowing out candles on a birthday cake.,Someone is celebrating a birthday.,1
Sunflowers in a garden are planted towards the sun.,The flowers are seeking sunlight.,1
"Across the finish line, an athlete has their arms raised as they cross.",Someone is completing a race.,1
A family enjoying a picnic in the park.,People are eating outdoors.,1
A microscope observer examines a specimen.,Microscopic examination is taking place.,1
The fair features a carousel with children riding it.,Kids are enjoying the fair rides.,1
"A musician is performing on stage, playing the guitar.",Someone is performing music.,1
Rows upon rows of books are arranged on the library shelves.,The library has organized bookshelves.,1
Freshly baked bread is being taken out of the oven by a baker.,Bread has been baked.,1
A flowerbed is being cared for by a gardener.,Someone is tending to the garden.,1
The infant giggles while holding a teddy bear.,The child is amused by the toy.,1
"At sunset, a couple is seen walking on the shore.",The couple is enjoying a romantic stroll.,1
A teacher is depicted on the chalkboard during a class.,Instruction is being provided in the classroom.,1
A cappuccino is being made by a barista at the coffee shop.,Coffee is being prepared.,1
A kite is being flown by a child in the park.,Someone is flying a colorful kite.,1
"At their wedding, the bride and groom are seen dancing.",A wedding celebration is happening.,1
A cat is being pulled out of a tree by rescuing it by the firefighter.,Someone is performing a rescue operation.,1
A player on the basketball team is hitting a slam dunk.,Someone is scoring points in basketball.,1
The engine of an automobile is being fixed by a mechanic.,Vehicle maintenance is taking place.,1
"In the laboratory, chemicals are being mixed by a scientist.",Chemical substances are being combined.,1
A snowman is being erected in the yard by children.,Kids are playing in the snow.,1
A chef is adding fresh herbs to a dish.,Food is being garnished.,1
Writers use their typewriter to finish a novel while typing.,Someone is working on a literary piece.,1
The pool is being guarded by a lifeguard.,Pool safety is being monitored.,1
A wooden frame is being hammered by a construction worker.,Construction is in progress.,1
A street musician is balancing colorful balls.,Someone is showcasing juggling skills.,1
A mother and daughter prepare cookies in the kitchen.,Baking activities are happening.,1
The behavior of ants is being studied by a scientist.,Ants are being studied.,1
A child is chasing bubbles and blowing them up in the air.,Someone is playing with bubbles.,1
Herding: A farmer tends sheep in a lush pasture.,Sheep are being guided by a farmer.,1
A concert hall's grand piano is being played by a pianist.,Music is being performed on a piano.,1
A patient's teeth are being examined by a dentist.,Dental examination is taking place.,1
A waiter is serving a plate of appetizing food.,Food is being served.,1
"A student poses a question in class, with their hand raised.",Classroom participation is happening.,1
An artist is painting a mural on the wall of their city.,Artwork is being painted on a wall.,1
A child is being trained to ride a bike.,Bicycle riding instruction is underway.,1
A group of friends are savoring glasses of champagne.,A celebration is in progress.,1
